,Date,Tm,Home_Away,Opp,R,RA,W-L,Rank,GB,D/N,Streak
69,"Monday, Jun 17",WSN,@,PHI,4.0,5.0,34-35,2.0,7.5,N,-2
70,"Tuesday, Jun 18",WSN,@,PHI,2.0,4.0,34-36,2.0,7.0,N,-3
71,"Wednesday, Jun 19",WSN,@,PHI,6.0,2.0,35-36,2.0,7.0,N,1
72,"Thursday, Jun 20",WSN,Home,COL,5.0,1.0,36-36,2.0,6.0,N,2
73,"Friday, Jun 21",WSN,Home,COL,2.0,1.0,37-36,2.0,5.0,N,3
74,"Saturday, Jun 22",WSN,Home,COL,1.0,7.0,37-37,2.0,5.0,D,-1
75,"Sunday, Jun 23",WSN,Home,COL,6.0,7.0,37-38,2.0,6.0,D,-2
76,"Tuesday, Jun 25",WSN,Home,ARI,7.0,5.0,38-38,2.0,6.0,N,1
77,"Wednesday, Jun 26",WSN,Home,ARI,3.0,2.0,39-38,2.0,5.0,N,2
78,"Thursday, Jun 27",WSN,Home,ARI,2.0,3.0,39-39,2.0,5.5,N,-1
79,"Friday, Jun 28",WSN,@,NYM,6.0,4.0,40-39,2.0,5.5,N,1
80,"Saturday, Jun 29",WSN,@,NYM,1.0,5.0,40-40,2.0,6.5,D,-1
81,"Sunday, Jun 30",WSN,@,NYM,13.0,2.0,41-40,2.0,6.5,D,1
82,"Monday, Jul 1",WSN,Home,MIL,10.0,5.0,42-40,2.0,6.0,N,2
83,"Tuesday, Jul 2",WSN,Home,MIL,0.0,4.0,42-41,2.0,7.0,N,-1
84,"Wednesday, Jul 3",WSN,Home,MIL,1.0,4.0,42-42,2.0,7.0,N,-2
85,"Thursday, Jul 4",WSN,Home,MIL,8.0,5.0,43-42,2.0,6.0,D,1
86,"Friday, Jul 5",WSN,Home,SDP,8.0,5.0,44-42,2.0,5.0,N,2
87,"Saturday, Jul 6",WSN,Home,SDP,5.0,4.0,45-42,2.0,5.0,D,3
88,"Sunday, Jul 7",WSN,Home,SDP,11.0,7.0,46-42,2.0,4.0,D,4
89,"Monday, Jul 8",WSN,@,PHI,2.0,3.0,46-43,2.0,5.0,N,-1
90,"Tuesday, Jul 9",WSN,@,PHI,2.0,4.0,46-44,2.0,6.0,N,-2
91,"Wednesday, Jul 10",WSN,@,PHI,5.0,1.0,47-44,2.0,5.0,N,1
92,"Thursday, Jul 11",WSN,@,PHI,1.0,3.0,47-45,2.0,6.0,N,-1
93,"Friday, Jul 12",WSN,@,MIA,3.0,8.0,47-46,2.0,6.0,N,-2
94,"Saturday, Jul 13",WSN,@,MIA,1.0,2.0,47-47,2.0,7.0,N,-3
95,"Sunday, Jul 14",WSN,@,MIA,5.0,2.0,48-47,2.0,6.0,D,1
96,"Friday, Jul 19",WSN,Home,LAD,2.0,3.0,48-48,3.0,7.0,N,-1
97,"Saturday, Jul 20",WSN,Home,LAD,1.0,3.0,48-49,3.0,7.0,N,-2
