,Date,Tm,Home_Away,Opp,R,RA,W-L,Rank,GB,D/N,Streak
127,"Friday, Aug 25",DET,@,CHW,2.0,3.0,55-72,4.0,16.0,N,-1
128,"Saturday, Aug 26",DET,@,CHW,6.0,3.0,56-72,4.0,16.0,N,1
129,"Sunday, Aug 27",DET,@,CHW,1.0,7.0,56-73,4.0,17.0,D,-1
130,"Monday, Aug 28",DET,@,COL,4.0,3.0,57-73,4.0,17.0,N,1
131,"Tuesday, Aug 29",DET,@,COL,3.0,7.0,57-74,4.0,17.5,N,-1
132,"Wednesday, Aug 30",DET,@,COL,6.0,2.0,58-74,4.0,18.0,D,1
133,"Friday, Sep 1 (1)",DET,Home,CLE,2.0,3.0,58-75,4.0,20.0,D,-1
134,"Friday, Sep 1 (2)",DET,Home,CLE,0.0,10.0,58-76,4.0,20.0,N,-2
135,"Saturday, Sep 2",DET,Home,CLE,2.0,5.0,58-77,4.0,21.0,N,-3
136,"Sunday, Sep 3",DET,Home,CLE,1.0,11.0,58-78,4.0,22.0,D,-4
137,"Monday, Sep 4",DET,Home,KCR,6.0,7.0,58-79,4.0,23.0,D,-5
138,"Tuesday, Sep 5",DET,Home,KCR,13.0,2.0,59-79,4.0,23.0,N,1
139,"Wednesday, Sep 6",DET,Home,KCR,2.0,13.0,59-80,4.0,24.0,N,-1
140,"Friday, Sep 8",DET,@,TOR,5.0,4.0,60-80,4.0,24.5,N,1
141,"Saturday, Sep 9",DET,@,TOR,4.0,5.0,60-81,4.0,25.5,D,-1
142,"Sunday, Sep 10",DET,@,TOR,2.0,8.0,60-82,4.0,26.5,D,-2
143,"Monday, Sep 11",DET,@,CLE,0.0,11.0,60-83,4.0,27.5,N,-3
144,"Tuesday, Sep 12",DET,@,CLE,0.0,2.0,60-84,4.0,28.5,N,-4
145,"Wednesday, Sep 13",DET,@,CLE,3.0,5.0,60-85,4.0,29.5,D,-5
146,"Thursday, Sep 14",DET,Home,CHW,7.0,17.0,60-86,4.0,30.5,D,-6
147,"Friday, Sep 15",DET,Home,CHW,3.0,2.0,61-86,4.0,29.5,N,1
148,"Saturday, Sep 16",DET,Home,CHW,4.0,10.0,61-87,4.0,30.5,N,-1
149,"Sunday, Sep 17",DET,Home,CHW,12.0,0.0,62-87,4.0,30.5,D,1
150,"Monday, Sep 18",DET,Home,OAK,3.0,8.0,62-88,4.0,31.0,N,-1
151,"Tuesday, Sep 19",DET,Home,OAK,8.0,9.0,62-89,4.0,32.0,N,-2
152,"Wednesday, Sep 20",DET,Home,OAK,2.0,3.0,62-90,4.0,33.0,D,-3
153,"Thursday, Sep 21",DET,Home,MIN,1.0,12.0,62-91,4.0,34.0,N,-4
154,"Friday, Sep 22",DET,Home,MIN,3.0,7.0,62-92,5.0,34.0,N,-5
155,"Saturday, Sep 23",DET,Home,MIN,4.0,10.0,62-93,5.0,35.0,N,-6
156,"Sunday, Sep 24",DET,Home,MIN,4.0,10.0,62-94,5.0,36.0,D,-7
157,"Tuesday, Sep 26",DET,@,KCR,1.0,2.0,62-95,5.0,36.0,N,-8
158,"Wednesday, Sep 27",DET,@,KCR,4.0,7.0,62-96,5.0,37.0,N,-9
159,"Thursday, Sep 28",DET,@,KCR,4.0,1.0,63-96,5.0,37.0,N,1
160,"Friday, Sep 29",DET,@,MIN,3.0,6.0,63-97,5.0,38.0,N,-1
161,"Saturday, Sep 30",DET,@,MIN,3.0,2.0,64-97,5.0,37.0,N,1
162,"Sunday, Oct 1",DET,@,MIN,1.0,5.0,64-98,5.0,38.0,D,-1
1,"Friday, Mar 30",DET,Home,PIT,10.0,13.0,0-1,2.0,1.0,D,-1
