,Date,Tm,Home_Away,Opp,R,RA,W-L,Rank,GB,D/N,Streak
111,"Sunday, Aug 5",KCR,@,MIN,5.0,6.0,34-77,5.0,27.5,D,-4
112,"Monday, Aug 6",KCR,Home,CHC,1.0,3.0,34-78,5.0,28.5,N,-5
113,"Tuesday, Aug 7",KCR,Home,CHC,0.0,5.0,34-79,5.0,28.5,N,-6
114,"Wednesday, Aug 8",KCR,Home,CHC,9.0,0.0,35-79,5.0,28.5,N,1
115,"Friday, Aug 10",KCR,Home,STL,0.0,7.0,35-80,5.0,29.0,N,-1
116,"Saturday, Aug 11",KCR,Home,STL,3.0,8.0,35-81,5.0,30.0,N,-2
117,"Sunday, Aug 12",KCR,Home,STL,2.0,8.0,35-82,5.0,31.0,D,-3
118,"Monday, Aug 13",KCR,Home,TOR,3.0,1.0,36-82,5.0,31.0,N,1
119,"Tuesday, Aug 14",KCR,Home,TOR,5.0,6.0,36-83,5.0,32.0,N,-1
120,"Wednesday, Aug 15",KCR,Home,TOR,5.0,6.0,36-84,5.0,33.0,N,-2
121,"Thursday, Aug 16",KCR,Home,TOR,6.0,2.0,37-84,5.0,32.5,N,1
122,"Friday, Aug 17",KCR,@,CHW,3.0,9.0,37-85,5.0,33.5,N,-1
123,"Saturday, Aug 18",KCR,@,CHW,3.0,1.0,38-85,5.0,32.5,N,1
124,"Sunday, Aug 19",KCR,@,CHW,6.0,7.0,38-86,5.0,33.5,D,-1
125,"Monday, Aug 20",KCR,@,TBR,0.0,1.0,38-87,5.0,34.5,N,-2
126,"Tuesday, Aug 21",KCR,@,TBR,1.0,4.0,38-88,5.0,35.5,N,-3
127,"Wednesday, Aug 22",KCR,@,TBR,3.0,6.0,38-89,5.0,35.5,N,-4
128,"Thursday, Aug 23",KCR,@,TBR,3.0,4.0,38-90,5.0,35.5,N,-5
129,"Friday, Aug 24",KCR,Home,CLE,5.0,4.0,39-90,5.0,34.5,N,1
130,"Saturday, Aug 25",KCR,Home,CLE,7.0,1.0,40-90,5.0,33.5,N,2
131,"Sunday, Aug 26",KCR,Home,CLE,5.0,12.0,40-91,5.0,34.5,D,-1
132,"Tuesday, Aug 28",KCR,Home,DET,6.0,2.0,41-91,5.0,34.5,N,1
133,"Wednesday, Aug 29",KCR,Home,DET,9.0,2.0,42-91,5.0,33.5,D,2
134,"Friday, Aug 31",KCR,Home,BAL,9.0,2.0,43-91,5.0,34.0,N,3
135,"Saturday, Sep 1",KCR,Home,BAL,5.0,4.0,44-91,5.0,33.0,N,4
136,"Sunday, Sep 2",KCR,Home,BAL,9.0,1.0,45-91,5.0,32.0,D,5
137,"Monday, Sep 3",KCR,@,CLE,5.0,1.0,46-91,5.0,31.0,D,6
138,"Tuesday, Sep 4",KCR,@,CLE,3.0,9.0,46-92,5.0,32.0,N,-1
139,"Wednesday, Sep 5",KCR,@,CLE,1.0,3.0,46-93,5.0,33.0,D,-2
140,"Friday, Sep 7",KCR,@,MIN,6.0,10.0,46-94,5.0,33.5,N,-3
141,"Saturday, Sep 8",KCR,@,MIN,4.0,1.0,47-94,5.0,33.5,N,1
142,"Sunday, Sep 9",KCR,@,MIN,1.0,3.0,47-95,5.0,33.5,D,-1
143,"Monday, Sep 10",KCR,Home,CHW,4.0,3.0,48-95,5.0,32.5,N,1
144,"Tuesday, Sep 11",KCR,Home,CHW,6.0,3.0,49-95,5.0,32.5,N,2
145,"Wednesday, Sep 12",KCR,Home,CHW,2.0,4.0,49-96,5.0,32.5,N,-1
146,"Thursday, Sep 13",KCR,Home,MIN,6.0,4.0,50-96,5.0,32.0,N,1
147,"Friday, Sep 14",KCR,Home,MIN,8.0,4.0,51-96,5.0,31.0,N,2
148,"Saturday, Sep 15",KCR,Home,MIN,10.0,3.0,52-96,5.0,31.0,N,3
149,"Sunday, Sep 16",KCR,Home,MIN,6.0,9.0,52-97,5.0,31.0,D,-1
150,"Monday, Sep 17",KCR,@,PIT,6.0,7.0,52-98,5.0,31.5,N,-2
151,"Tuesday, Sep 18",KCR,@,PIT,1.0,2.0,52-99,5.0,32.5,N,-3
152,"Wednesday, Sep 19",KCR,@,PIT,1.0,2.0,52-100,5.0,33.5,N,-4
153,"Thursday, Sep 20",KCR,@,DET,8.0,11.0,52-101,5.0,33.5,N,-5
154,"Friday, Sep 21",KCR,@,DET,4.0,3.0,53-101,5.0,32.5,N,1
155,"Saturday, Sep 22",KCR,@,DET,4.0,5.0,53-102,5.0,33.5,N,-1
156,"Sunday, Sep 23",KCR,@,DET,3.0,2.0,54-102,5.0,33.5,D,1
157,"Tuesday, Sep 25",KCR,@,CIN,4.0,3.0,55-102,5.0,33.0,N,2
158,"Wednesday, Sep 26",KCR,@,CIN,6.0,1.0,56-102,5.0,33.0,N,3
159,"Thursday, Sep 27",KCR,Home,CLE,2.0,1.0,57-102,5.0,32.0,N,4
160,"Friday, Sep 28",KCR,Home,CLE,6.0,14.0,57-103,5.0,33.0,N,-1
161,"Saturday, Sep 29",KCR,Home,CLE,9.0,4.0,58-103,5.0,32.0,N,1
162,"Sunday, Sep 30",KCR,Home,CLE,1.0,2.0,58-104,5.0,33.0,D,-1
1,"Thursday, Mar 28",KCR,Home,CHW,5.0,3.0,1-0,1.0,Tied,N,1
2,"Saturday, Mar 30",KCR,Home,CHW,8.0,6.0,2-0,1.0,up 1.0,D,2
3,"Sunday, Mar 31",KCR,Home,CHW,3.0,6.0,2-1,1.0,Tied,D,-1
4,"Tuesday, Apr 2",KCR,Home,MIN,4.0,5.0,2-2,2.0,1.0,N,-2
5,"Wednesday, Apr 3",KCR,Home,MIN,6.0,7.0,2-3,3.0,2.0,D,-3
6,"Thursday, Apr 4",KCR,@,DET,4.0,5.0,2-4,5.0,2.5,D,-4
7,"Saturday, Apr 6",KCR,@,DET,4.0,7.0,2-5,5.0,3.0,D,-5
8,"Sunday, Apr 7",KCR,@,DET,1.0,3.0,2-6,5.0,4.0,D,-6
9,"Monday, Apr 8",KCR,Home,SEA,5.0,13.0,2-7,5.0,4.5,N,-7
10,"Tuesday, Apr 9",KCR,Home,SEA,3.0,6.0,2-8,5.0,5.0,N,-8
11,"Wednesday, Apr 10",KCR,Home,SEA,5.0,6.0,2-9,5.0,5.5,N,-9
12,"Thursday, Apr 11",KCR,Home,SEA,6.0,7.0,2-10,5.0,6.0,D,-10
